Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
26,64,Low,High,Yes,9,39,Medium,No,2,Low,High,Public,Negative,4,No,College,Near,Male,48
26,92,High,High,No,5,63,High,Yes,0,Medium,High,Public,Neutral,2,No,Postgraduate,Near,Male,55
16,67,High,Medium,No,9,60,Medium,Yes,1,Low,High,Public,Neutral,3,No,High School,Near,Female,48
16,61,Medium,Low,No,4,64,Medium,Yes,3,Medium,High,Public,Positive,4,No,High School,Near,Female,47
14,67,High,Medium,Yes,5,64,Medium,No,0,High,Medium,Public,Positive,4,No,College,Moderate,Female,48
24,91,Medium,Medium,Yes,7,54,Medium,Yes,3,Medium,High,Public,Neutral,3,No,High School,Moderate,Male,53
29,76,Low,High,Yes,8,45,Medium,Yes,2,Medium,Medium,Public,Negative,3,No,High School,Near,Female,51
18,95,Medium,Medium,Yes,9,72,Low,Yes,4,Medium,Medium,Public,Negative,4,No,College,Near,Female,54
19,81,Medium,Low,Yes,8,72,High,Yes,1,Low,Medium,Private,Negative,4,No,Postgraduate,Near,Male,50
29,61,Medium,High,No,9,45,Medium,Yes,0,Low,Medium,Private,Negative,3,No,High School,Near,Male,48
23,89,Medium,Low,No,7,61,Medium,Yes,2,High,High,Public,Positive,1,No,College,Near,Male,52
23,64,High,Medium,Yes,6,45,Low,Yes,2,Medium,Medium,Public,Negative,3,No,College,Near,Female,48
13,92,High,Medium,No,9,69,High,Yes,2,High,Medium,Public,Negative,2,No,College,Moderate,Male,51
24,67,High,Medium,No,9,41,High,Yes,2,Low,Low,Public,Positive,2,No,College,Moderate,Male,48
14,74,High,Medium,No,8,75,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,College,Near,Male,49
13,90,High,Medium,No,8,60,Medium,Yes,0,Medium,Medium,Public,Positive,3,No,High School,Moderate,Female,50
18,98,Medium,Low,No,9,38,Medium,Yes,1,High,Medium,Public,Neutral,4,No,College,Near,Male,51
16,75,Medium,Medium,Yes,8,70,Medium,Yes,0,Medium,Medium,Private,Positive,3,No,High School,Moderate,Male,48
19,93,Medium,Medium,No,7,63,High,No,0,Medium,Low,Public,Neutral,2,No,College,Near,Male,51
11,68,Medium,High,Yes,8,63,High,No,2,Medium,Medium,Public,Negative,2,No,College,Near,Male,47
26,92,Medium,Medium,No,8,48,Medium,Yes,1,Medium,Medium,Private,Positive,5,No,High School,Near,Male,53
27,86,High,Medium,No,8,50,Medium,Yes,1,Low,Medium,Public,Positive,4,No,College,Near,Male,53
8,68,High,Medium,Yes,7,72,Medium,Yes,2,Low,High,Public,Positive,3,No,Postgraduate,Near,Female,48
26,72,Medium,Low,No,8,61,Medium,Yes,2,Medium,Low,Public,Negative,2,No,Postgraduate,Far,Female,48
15,65,Medium,Low,Yes,8,38,Medium,Yes,1,High,Medium,Public,Positive,3,No,High School,Moderate,Female,45
25,75,High,High,Yes,7,49,Low,Yes,0,Low,High,Public,Negative,4,No,High School,Near,Male,51
20,68,Low,Medium,Yes,6,60,Low,Yes,4,Low,Medium,Private,Neutral,4,No,College,Near,Female,48
20,86,Low,Medium,No,9,42,Medium,Yes,0,Medium,High,Public,Positive,4,No,High School,Moderate,Male,49
19,100,High,Low,Yes,5,41,Low,Yes,2,Low,Medium,Public,Positive,4,No,High School,Moderate,Male,51
27,60,High,High,No,6,39,Low,Yes,3,Low,Low,Private,Positive,2,No,High School,Moderate,Female,48
13,82,Medium,High,No,7,61,Medium,Yes,1,Low,Low,Public,Positive,3,No,High School,Near,Female,48
24,83,High,Medium,No,4,49,High,Yes,2,Medium,High,Private,Positive,4,Yes,Postgraduate,Moderate,Male,52
27,97,Medium,Medium,No,9,51,Medium,Yes,1,Low,Medium,Private,Neutral,2,No,High School,Moderate,Female,52
24,80,Medium,Medium,Yes,7,39,Medium,Yes,2,Low,Medium,Public,Positive,4,Yes,High School,Near,Female,50
34,82,Medium,High,Yes,9,65,High,Yes,3,Low,Medium,Public,Positive,4,No,High School,Near,Female,56
17,79,Low,Low,Yes,10,66,Low,Yes,3,Medium,High,Private,Neutral,3,No,High School,Moderate,Female,48
26,71,Medium,Medium,Yes,7,68,Medium,No,2,Low,Medium,Private,Neutral,3,No,High School,Moderate,Female,49
19,62,High,Medium,Yes,9,62,High,Yes,2,Medium,Medium,Public,Positive,3,No,College,,Male,50
27,76,Low,Medium,Yes,5,66,Low,Yes,0,Low,,Private,Positive,4,No,Postgraduate,Far,Male,50
20,62,Low,Medium,No,8,59,High,Yes,2,Low,Medium,Public,Positive,1,No,High School,Near,Female,46
18,82,Medium,Medium,Yes,6,56,Medium,Yes,0,Low,Medium,Private,Negative,4,No,College,Near,Male,49
28,72,Low,High,No,8,47,Low,Yes,1,Low,High,Public,Neutral,2,No,,Near,Male,49
17,81,High,Low,Yes,8,39,High,Yes,0,Medium,Medium,Public,Neutral,2,No,High School,Far,Male,48
12,65,Low,Medium,No,7,48,Medium,Yes,2,Medium,Medium,Public,Neutral,2,No,High School,Near,Male,45
17,97,Medium,Medium,Yes,8,63,Medium,No,3,Low,Low,Private,Neutral,3,No,Postgraduate,Near,Female,52
24,96,Medium,Medium,No,8,72,Medium,Yes,2,Low,Low,Public,Positive,3,No,College,Near,Female,54
28,68,High,Medium,Yes,7,47,Medium,Yes,0,Low,High,Public,Negative,2,No,College,Near,Male,50
21,74,Medium,High,Yes,10,62,Low,Yes,1,High,Medium,Public,Neutral,3,No,High School,Moderate,Female,50
28,85,Medium,Medium,Yes,7,55,Medium,Yes,1,Medium,High,Public,Positive,3,No,Postgraduate,Near,Female,54
12,64,High,High,Yes,9,60,Medium,No,1,High,High,Public,Neutral,3,No,High School,Moderate,Male,47
17,74,Low,Medium,No,9,37,Medium,Yes,0,Low,High,Public,Negative,2,No,High School,Far,Female,45
18,70,Medium,Medium,Yes,4,42,Medium,Yes,1,High,High,Public,Neutral,4,No,High School,Near,Male,48
19,97,High,Medium,Yes,9,45,High,Yes,2,Medium,High,Public,Neutral,1,No,Postgraduate,Moderate,Male,54
21,94,Medium,High,No,9,71,Low,Yes,0,Medium,High,Private,Negative,3,No,High School,Near,Male,52
24,83,High,Medium,Yes,7,39,High,Yes,1,Medium,High,Public,Positive,4,No,College,Near,Female,53
17,81,Low,Medium,Yes,8,58,Low,Yes,1,Low,High,Private,Positive,4,No,College,Moderate,Male,49
21,97,Low,Medium,Yes,8,72,High,Yes,2,Low,High,Public,Positive,4,No,College,Moderate,Female,54
20,97,Low,Medium,Yes,9,62,High,Yes,3,Medium,High,Public,Positive,3,No,Postgraduate,Near,Female,54
14,99,High,Medium,Yes,6,55,Medium,Yes,2,Medium,Medium,Public,Neutral,3,No,College,Near,Male,53
19,65,High,Low,No,9,51,Medium,Yes,4,Low,High,Public,Neutral,2,No,College,Far,Male,48
19,66,Medium,High,Yes,5,60,Medium,Yes,1,High,Medium,Private,Positive,3,No,College,Moderate,Male,49
19,87,Medium,Medium,No,4,55,High,Yes,1,High,Medium,Public,Positive,3,No,College,Near,Male,51
20,82,Low,Medium,No,8,63,Low,Yes,1,Medium,High,Private,Neutral,3,Yes,Postgraduate,Near,Female,49
20,61,Medium,High,No,9,60,Medium,Yes,0,High,High,Public,Neutral,2,Yes,High School,Near,Male,47
17,62,Medium,Medium,Yes,7,58,Medium,Yes,0,Medium,High,Public,Negative,3,No,High School,Near,Male,46
28,96,High,Low,Yes,4,73,High,Yes,1,High,High,Public,Positive,3,No,High School,Near,Male,73
13,95,High,High,Yes,5,69,Low,Yes,1,Medium,Medium,Private,Positive,2,No,College,Near,Female,53
16,74,High,Medium,No,8,60,Medium,Yes,0,Low,Medium,Public,Positive,4,No,Postgraduate,Near,Female,49
37,96,Medium,Medium,No,7,57,Medium,Yes,2,Medium,Medium,Public,Positive,3,No,High School,Moderate,Female,56
14,84,High,Medium,Yes,9,64,High,Yes,1,Low,Medium,Private,Positive,4,No,High School,Near,Female,51
12,92,High,Medium,No,7,67,Medium,Yes,2,Medium,High,Public,Negative,5,No,High School,Near,Male,51
24,77,Medium,Low,Yes,6,48,High,Yes,2,Medium,High,Private,Positive,3,No,High School,Near,Male,51
8,65,Medium,Medium,No,7,62,Low,Yes,3,Medium,Medium,Public,Negative,4,No,High School,Near,Female,45
19,77,Medium,Low,No,9,42,Low,Yes,4,Medium,Medium,Public,Neutral,3,Yes,High School,Near,Female,48
33,78,Medium,Medium,No,9,54,Medium,Yes,4,Medium,Medium,Public,Positive,3,No,High School,Moderate,Male,53
11,82,High,High,No,7,72,Low,Yes,2,High,Medium,Public,Positive,3,No,College,Near,Male,51
8,64,Medium,Medium,Yes,7,49,Medium,Yes,1,Low,Medium,Private,Positive,3,No,College,Near,Male,45
11,100,High,High,Yes,8,43,High,Yes,1,Low,Medium,Private,Positive,3,No,College,Near,Female,52
25,70,Low,Medium,Yes,6,42,Medium,Yes,4,Medium,Medium,Private,Neutral,3,No,High School,Near,Male,49
27,68,High,Medium,No,8,52,High,Yes,0,Medium,Medium,Private,Positive,3,No,Postgraduate,Near,Male,51
17,81,High,Low,No,7,45,Medium,Yes,2,High,Medium,Public,Positive,2,No,College,Near,Female,50
24,81,Medium,Medium,Yes,7,53,High,Yes,1,Medium,High,Public,Neutral,3,No,College,Near,Male,52
28,78,High,Medium,Yes,7,64,Low,Yes,0,Low,High,Public,Neutral,2,No,College,Moderate,Male,51
31,91,Medium,High,Yes,7,70,High,Yes,2,High,High,Public,Negative,3,No,High School,Far,Male,56
19,81,Medium,Low,Yes,10,42,Low,Yes,1,Medium,High,Public,Positive,3,No,High School,Near,Male,48
6,84,Medium,Medium,Yes,6,66,Medium,Yes,1,Low,Medium,Private,Positive,5,No,Postgraduate,Moderate,Male,48
15,89,Medium,Low,No,6,41,Medium,Yes,1,Medium,Medium,Public,Positive,4,No,Postgraduate,Moderate,Male,49
17,61,High,Medium,Yes,9,51,High,Yes,1,Medium,High,Public,Positive,3,No,High School,Far,Male,48
18,83,Low,Medium,No,8,75,Medium,Yes,1,Low,High,Private,Negative,2,No,High School,Near,Female,49
19,95,Medium,High,Yes,8,39,Medium,Yes,3,Low,Medium,Public,Positive,1,No,High School,Moderate,Female,52
27,61,High,Low,No,5,38,High,Yes,1,Low,Medium,Private,Positive,1,No,College,Far,Male,47
28,76,Low,Low,No,7,50,High,Yes,1,High,Low,Public,Negative,4,No,College,Near,Male,49
19,97,Low,Medium,Yes,8,73,Low,Yes,1,Medium,Medium,Public,Positive,3,No,College,Near,Female,53
27,74,Medium,High,No,6,38,High,Yes,2,Medium,Medium,Private,Positive,4,No,High School,Far,Male,51
22,78,Medium,Medium,Yes,8,45,Medium,Yes,2,High,Medium,Public,Positive,5,No,High School,Moderate,Male,51
20,99,Low,Medium,No,7,60,High,Yes,0,Medium,High,Public,Negative,3,No,Postgraduate,Near,Male,53
25,68,Low,Medium,No,6,46,Low,Yes,1,Low,High,Private,Negative,4,No,College,Moderate,Female,47
20,63,Low,Low,No,9,39,Low,Yes,1,Medium,Medium,Public,Positive,4,No,High School,Near,Male,45
32,94,Medium,High,Yes,9,39,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,54
11,95,Medium,Medium,Yes,7,58,Low,Yes,4,Medium,Medium,Private,Negative,4,No,High School,Near,Female,51
17,79,High,High,Yes,8,58,Medium,Yes,2,High,Medium,Public,Positive,5,No,High School,Near,Female,52
19,81,Medium,Medium,Yes,9,63,Medium,Yes,1,Low,Medium,Public,Neutral,1,No,High School,Moderate,Male,49
23,93,High,Medium,No,6,42,Medium,Yes,1,High,Medium,Public,Positive,2,No,Postgraduate,Near,Female,54
28,90,High,Low,Yes,8,56,Medium,Yes,1,Low,High,Public,Neutral,3,Yes,High School,Moderate,Male,52
20,71,High,High,Yes,6,60,Medium,Yes,2,High,Low,Public,Positive,3,No,High School,Near,Male,51
11,61,Medium,Medium,Yes,5,45,Medium,Yes,3,Medium,High,Public,Neutral,0,Yes,Postgraduate,Near,Male,45
25,79,High,Medium,No,6,57,Low,No,2,Low,High,Public,Neutral,3,No,High School,Near,Male,51
25,94,High,High,No,5,63,High,Yes,1,Medium,Medium,Public,Neutral,2,No,College,Near,Female,55
8,96,Medium,Medium,Yes,8,75,High,Yes,1,High,Medium,Public,Negative,4,No,High School,Moderate,Male,51
20,98,Low,Medium,Yes,6,60,Low,Yes,4,Medium,Medium,Public,Positive,4,No,College,Near,Male,54
10,95,Medium,High,Yes,5,69,High,Yes,0,Low,High,Public,Positive,3,No,High School,Moderate,Male,51
16,83,Low,Medium,Yes,8,69,Low,Yes,2,High,High,Public,Positive,4,No,Postgraduate,Near,Female,73
15,78,Medium,High,No,8,72,Medium,Yes,1,Medium,Medium,Public,Neutral,4,No,Postgraduate,Near,Male,51
25,91,Medium,Low,No,7,64,Medium,Yes,0,Medium,Medium,Public,Neutral,5,No,High School,Near,Female,52
21,90,Medium,Medium,No,8,45,Medium,Yes,1,High,Medium,Public,Positive,4,No,Postgraduate,Moderate,Female,51
12,82,High,Low,No,6,48,Low,Yes,3,Medium,Medium,Private,Negative,3,No,High School,Near,Female,48
25,63,Medium,Low,No,6,66,High,Yes,1,Medium,High,Private,Neutral,4,No,High School,Moderate,Male,48
11,97,Medium,Medium,No,8,57,High,Yes,2,Medium,High,Public,Positive,2,No,High School,Moderate,Female,51
22,78,Medium,Low,No,9,47,High,Yes,2,Medium,High,Public,Neutral,4,No,High School,Near,Male,50
15,75,Medium,High,No,6,62,Low,Yes,1,High,Medium,Private,Negative,2,No,High School,Near,Female,48
18,85,Medium,High,Yes,6,71,High,Yes,2,Low,Low,Private,Positive,4,No,College,Near,Female,52
23,87,High,Low,No,8,51,Medium,Yes,0,High,High,Private,Neutral,3,No,College,Far,Male,51
23,68,Medium,Medium,Yes,8,60,Medium,Yes,1,Medium,Low,Public,Neutral,1,No,High School,Near,Female,48
28,93,Medium,Medium,No,7,59,High,Yes,0,Medium,Medium,Public,Positive,4,No,Postgraduate,Near,Male,55
20,72,Medium,Medium,Yes,9,42,Medium,Yes,4,High,Medium,Public,Negative,2,No,High School,Near,Male,48
22,67,High,High,Yes,10,41,Medium,Yes,1,Low,Medium,Public,Positive,2,No,High School,Moderate,Male,48
17,76,High,Medium,Yes,8,70,Medium,Yes,3,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Female,51
21,89,Medium,Medium,No,6,72,Medium,No,1,Low,Medium,Private,Negative,3,No,Postgraduate,Far,Female,51
23,99,Medium,Medium,No,8,71,High,Yes,5,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Female,55
19,92,High,Medium,No,6,52,High,Yes,2,Medium,Medium,Private,Negative,3,No,,Near,Female,53
9,98,High,Medium,Yes,9,48,Medium,Yes,1,Low,Medium,Private,Negative,3,No,High School,Near,Male,50
22,66,Medium,Medium,Yes,6,72,Low,Yes,0,High,Low,Public,Neutral,3,No,High School,Moderate,Female,48
22,63,Low,Low,Yes,7,70,Medium,Yes,0,Medium,,Public,Negative,3,Yes,High School,Far,Male,45
16,82,Medium,Medium,No,6,68,Medium,Yes,0,Low,Medium,Public,Positive,3,No,High School,Near,Female,49
12,72,Medium,Medium,No,7,50,Low,Yes,0,Low,Medium,Public,Positive,2,No,High School,Near,Female,45
29,93,Medium,High,No,7,61,Medium,Yes,5,Low,Medium,Public,Negative,3,No,High School,Moderate,Male,54
23,87,Low,Medium,No,8,66,High,Yes,2,Medium,High,Public,Neutral,3,No,High School,Near,Male,52
19,99,Low,Medium,No,7,59,Medium,Yes,2,Low,Medium,Private,Neutral,2,No,Postgraduate,Near,Male,52
13,70,Medium,Low,Yes,7,60,High,Yes,1,High,Medium,Public,Positive,4,No,College,Far,Female,47
15,79,High,Medium,Yes,6,66,Medium,Yes,3,High,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,51
28,80,High,High,No,7,66,Medium,Yes,2,High,Medium,Public,Negative,2,No,High School,Near,Male,54
21,70,Medium,High,Yes,5,46,Medium,Yes,2,Low,High,Public,Neutral,2,No,,Near,Female,49
17,84,High,High,No,9,52,Medium,Yes,1,High,Medium,Public,Negative,4,No,High School,Near,Male,51
23,78,Medium,High,No,7,66,Medium,Yes,1,Medium,Low,Public,Neutral,3,No,High School,Far,Male,50
15,78,Medium,High,Yes,9,47,Medium,No,2,Medium,Medium,Private,Positive,3,No,Postgraduate,Far,Female,48
29,75,Low,Medium,Yes,7,72,Low,Yes,2,Low,,Public,Positive,3,No,High School,Moderate,Male,51
28,61,High,Medium,Yes,4,69,Low,Yes,1,Medium,High,Private,Neutral,4,No,College,Near,Female,51
17,81,High,Medium,No,6,71,High,Yes,2,Medium,Medium,Private,Positive,3,No,High School,Near,Male,51
16,73,High,High,Yes,7,48,Low,Yes,1,Medium,Medium,Private,Positive,4,No,College,Moderate,Male,49
4,60,Medium,Medium,Yes,7,41,Medium,Yes,2,Low,Medium,Private,Neutral,2,No,Postgraduate,Near,Male,43
11,72,High,Low,No,8,41,High,Yes,0,Medium,Low,Public,Neutral,3,Yes,College,,Male,45
12,71,High,High,Yes,7,58,High,Yes,3,Low,Medium,Public,Positive,4,No,College,Moderate,Female,50
21,76,Medium,Medium,Yes,6,48,Low,Yes,2,Low,High,Public,Negative,2,No,High School,Near,Female,48
18,65,High,Medium,Yes,6,47,High,Yes,1,Low,Medium,Public,Negative,2,No,High School,Far,Male,46
12,80,Medium,High,Yes,6,45,Medium,Yes,0,High,High,Private,Neutral,2,No,High School,Near,Male,48
18,88,High,High,No,8,58,Medium,Yes,0,Medium,Medium,Public,Neutral,2,No,College,Moderate,Male,51
23,85,Low,High,No,8,57,Medium,Yes,0,High,Medium,Public,Positive,4,No,College,Near,Male,52
23,92,Low,High,Yes,6,53,High,Yes,2,Low,Medium,Public,Positive,2,No,High School,Moderate,Male,52
9,78,High,Medium,No,9,42,Low,Yes,1,Low,High,Public,Positive,5,No,High School,Moderate,Female,47
19,81,Low,Medium,Yes,8,72,High,Yes,0,Medium,High,Public,Neutral,4,No,Postgraduate,Near,Male,51
12,92,Low,Medium,No,6,53,Low,Yes,0,Medium,High,Private,Negative,4,No,High School,Near,Male,48
25,77,Medium,High,No,7,42,Medium,Yes,1,Low,Medium,Public,Positive,3,No,Postgraduate,Near,Male,51
25,88,High,Medium,Yes,8,39,Low,Yes,1,Medium,Medium,Public,Positive,2,No,High School,Near,Male,52
15,77,Medium,Medium,Yes,5,43,Medium,Yes,1,Low,Medium,Public,Positive,3,No,College,Moderate,Female,48
15,77,High,Medium,Yes,5,48,Low,No,2,Low,Medium,Public,Positive,4,Yes,Postgraduate,Near,Male,48
17,90,High,Medium,No,8,61,Medium,Yes,0,Medium,High,Public,Neutral,4,No,College,Near,Male,52
6,67,Medium,Low,Yes,6,74,Low,Yes,0,Medium,Medium,Private,Neutral,2,No,College,Near,Male,45
22,74,Medium,High,Yes,9,48,High,Yes,3,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,51
18,69,Low,Low,Yes,10,66,Low,Yes,2,Low,High,Public,Neutral,1,Yes,High School,Moderate,Male,45
26,74,Medium,Low,Yes,8,72,Medium,Yes,2,Medium,High,Private,Neutral,3,No,High School,Near,Female,51
13,69,Medium,Low,No,8,52,Medium,Yes,1,High,High,Private,Neutral,3,No,High School,Moderate,Male,45
16,83,Low,Medium,No,5,47,Low,Yes,2,High,Medium,Private,Positive,3,Yes,High School,Moderate,Female,48
11,92,Medium,Medium,No,5,56,Medium,Yes,2,Medium,Medium,Public,Negative,3,No,High School,Near,Female,49
14,91,Medium,Medium,Yes,7,71,Medium,Yes,2,High,High,Public,Positive,2,No,High School,Moderate,Male,52
13,75,High,High,Yes,5,38,Medium,Yes,3,Medium,Medium,Private,Negative,3,No,High School,Near,Female,48
26,100,Medium,High,Yes,7,55,High,Yes,1,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,55
16,84,High,High,No,6,66,Low,Yes,1,Medium,Medium,Private,Negative,1,Yes,High School,Near,Male,49
21,76,Low,Medium,Yes,7,60,High,Yes,3,Low,Medium,Public,Negative,2,Yes,College,Near,Male,48
18,93,Low,High,No,7,56,High,Yes,1,High,Medium,Private,Positive,1,No,College,Moderate,Female,51
12,89,Medium,High,Yes,8,58,Low,Yes,4,Low,,Public,Neutral,5,No,Postgraduate,Near,Female,51
19,90,Low,High,No,7,60,Medium,Yes,2,Medium,Medium,Private,Positive,2,No,High School,Near,Female,51
24,68,High,Low,No,6,63,Medium,Yes,1,Low,High,Public,Positive,4,No,High School,Near,Female,49
13,79,Medium,Low,No,5,51,Medium,No,2,High,Medium,Private,Positive,3,No,High School,Near,Female,47
25,94,Medium,Low,Yes,7,57,Medium,Yes,1,Low,High,Private,Neutral,2,Yes,High School,Moderate,Female,51
15,80,Medium,High,Yes,4,48,Medium,Yes,1,Medium,Medium,Public,Neutral,1,No,High School,Near,Male,48
17,87,Medium,Medium,No,9,74,Medium,Yes,1,Medium,Low,Private,Neutral,3,No,High School,Moderate,Male,50
23,84,Medium,Medium,No,8,44,Low,Yes,1,Low,High,Public,Positive,4,Yes,Postgraduate,Far,Female,49
16,94,Low,Medium,Yes,8,43,Medium,Yes,2,Low,Medium,Public,Positive,3,Yes,College,Near,Male,50
20,71,Low,High,Yes,6,47,High,Yes,1,Low,Medium,Public,Positive,2,No,College,Moderate,Male,48
18,83,Medium,High,No,8,72,Low,Yes,0,Medium,High,Public,Positive,4,Yes,Postgraduate,Near,Female,51
21,65,Low,High,No,6,62,Medium,Yes,3,Low,High,Public,Neutral,5,No,High School,Near,Male,48
6,88,High,High,Yes,7,54,Medium,Yes,3,Low,Medium,Private,Neutral,3,No,College,Near,Male,50
9,89,Medium,Medium,Yes,6,72,Medium,Yes,0,High,Low,Public,Negative,4,No,High School,Near,Male,49
24,62,Low,Medium,No,7,71,Medium,Yes,1,High,Low,Public,Positive,3,No,College,Far,Female,48
26,87,Medium,High,No,5,52,Low,Yes,1,Low,Medium,Private,Positive,2,No,High School,Near,Female,52
15,77,Medium,High,Yes,7,58,Medium,Yes,0,Low,High,Public,Neutral,3,No,High School,Moderate,Male,48
19,65,Low,Medium,Yes,5,71,Medium,Yes,2,Medium,High,Private,Neutral,4,No,College,Near,Male,48
22,77,Low,Low,No,10,49,Medium,Yes,2,Low,Medium,Public,Positive,3,No,College,Moderate,Male,48
24,68,Medium,Low,Yes,7,52,Low,Yes,1,Low,Low,Public,Neutral,3,No,College,Near,Male,48
8,77,Medium,Low,Yes,7,67,Low,Yes,1,Medium,Medium,Public,Neutral,0,No,High School,Moderate,Male,45
15,75,High,Medium,No,8,63,Medium,Yes,1,Low,High,Public,Neutral,3,No,High School,Near,Male,48
18,90,High,Medium,Yes,5,39,Low,Yes,5,Medium,Medium,Private,Positive,3,Yes,High School,Moderate,Male,51
24,91,Low,High,Yes,6,42,Medium,Yes,1,Low,High,Public,Positive,2,No,College,Moderate,Male,52
35,84,Low,Medium,Yes,8,69,High,Yes,6,Low,High,Public,Negative,4,No,High School,Moderate,Male,55
19,61,Medium,Medium,No,7,38,Low,Yes,1,Low,High,Public,Neutral,1,No,High School,Near,Female,45
12,97,High,Low,Yes,6,72,Medium,Yes,2,Low,High,Public,Positive,2,No,Postgraduate,Near,Female,53
22,87,High,High,Yes,8,48,Medium,No,2,Medium,High,Public,Negative,3,No,High School,Moderate,Female,52
28,61,Low,Medium,Yes,7,60,Low,Yes,2,Medium,Medium,Public,Positive,4,No,Postgraduate,Near,Female,50
21,93,Medium,Medium,Yes,8,58,Medium,No,0,Low,Medium,Private,Neutral,3,No,High School,Near,Male,51
15,68,High,Medium,No,8,52,Medium,Yes,3,Medium,High,Public,Negative,3,No,High School,Near,Female,48
26,83,High,Low,No,6,39,Medium,Yes,0,Low,High,Public,Negative,3,No,High School,Near,Male,50
24,79,Low,Low,No,7,45,Low,Yes,0,Low,High,Public,Neutral,3,No,Postgraduate,Near,Female,48
14,77,Medium,Medium,Yes,4,60,Low,Yes,3,Medium,Medium,Private,Neutral,3,No,College,,Female,49
22,96,Medium,Medium,Yes,6,54,Low,Yes,1,High,Medium,Public,Positive,4,No,College,Near,Female,54
26,77,Low,Medium,Yes,7,53,High,Yes,3,High,Medium,Public,Neutral,3,No,High School,,Female,51
27,63,Medium,Medium,Yes,8,41,Low,Yes,1,Medium,Medium,Private,Neutral,3,No,Postgraduate,Near,Female,48
20,98,Low,High,Yes,8,50,Medium,Yes,0,High,Medium,Public,Positive,3,No,High School,Near,Female,53
18,97,High,High,Yes,6,57,Medium,Yes,0,Medium,High,Public,Neutral,5,No,High School,Moderate,Male,54
27,87,High,Medium,No,6,40,Medium,Yes,0,Medium,Medium,Private,Positive,2,No,High School,Near,Female,52
13,79,High,Medium,No,9,39,Medium,No,1,Medium,Medium,Private,Positive,2,No,College,Moderate,Male,47
23,64,Medium,Medium,No,7,56,Medium,Yes,2,Medium,High,Public,Positive,2,No,,Near,Female,49
12,92,Low,Low,Yes,7,58,High,Yes,3,Medium,High,Public,Negative,2,No,College,Near,Male,50
26,63,Medium,High,No,8,47,Low,Yes,1,High,High,Public,Neutral,3,No,Postgraduate,Near,Male,50
18,63,Medium,Medium,Yes,7,49,Low,Yes,2,Medium,Medium,Private,Negative,2,No,College,Near,Female,46
28,81,Medium,High,Yes,7,67,High,Yes,3,Medium,Medium,Private,Negative,3,No,High School,Moderate,Male,54
23,66,Medium,High,Yes,7,69,High,Yes,1,High,High,Public,Positive,1,No,High School,Near,Female,51
13,60,Medium,Medium,Yes,6,49,Medium,Yes,1,Medium,High,Public,Positive,5,Yes,College,Moderate,Male,45
29,77,Medium,Low,Yes,7,51,High,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Far,Female,50
29,65,Low,Medium,Yes,4,69,Medium,No,0,Medium,Medium,Private,Positive,4,No,High School,Near,Female,49
25,66,Medium,Medium,Yes,6,74,Medium,Yes,2,Medium,Medium,Public,Positive,3,No,College,Near,Female,51
15,63,Medium,High,No,8,49,High,Yes,1,Low,Medium,Private,Negative,4,No,College,Near,Male,46
18,68,High,Low,Yes,8,66,Medium,Yes,0,Medium,Low,Public,Negative,3,No,College,Far,Male,47
21,89,Medium,Medium,Yes,9,55,High,Yes,3,Low,Medium,Private,Positive,4,No,High School,Moderate,Female,52
16,92,Low,High,Yes,8,47,Medium,Yes,2,Low,Medium,Public,Neutral,4,No,College,Moderate,Male,51
30,78,Medium,High,Yes,8,63,Medium,Yes,1,High,Low,Private,Negative,1,No,College,Near,Male,53
21,80,High,Low,No,7,54,Medium,Yes,0,Medium,Low,Private,Neutral,2,No,High School,Moderate,Female,48
4,61,Low,High,Yes,6,47,Medium,Yes,4,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Male,44
22,63,High,Low,Yes,8,41,Medium,Yes,2,Medium,Medium,Private,Neutral,4,No,High School,Near,Male,48
18,70,Medium,High,No,7,69,Medium,Yes,0,Medium,High,Public,Positive,3,No,College,Near,Male,50
20,82,Medium,Medium,No,6,70,Medium,Yes,3,Low,Medium,Private,Positive,2,No,High School,Near,Male,51
18,90,High,High,Yes,6,40,Low,Yes,1,Medium,High,Public,Negative,3,No,High School,Near,Female,71
25,84,Medium,Medium,Yes,7,62,High,Yes,1,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,52
27,76,Medium,Medium,No,9,43,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,College,Near,Female,51
22,65,Low,Medium,No,7,61,Medium,Yes,2,Medium,High,Public,Positive,4,Yes,College,Near,Male,48
18,91,Low,Medium,No,7,71,Medium,Yes,2,Low,High,Public,Positive,2,No,Postgraduate,Near,Male,52
